id,compartment,metabolite_dcid,metabolic_compartment_dcid
argargmet_s,dcs:CellularCompartmentExtracellular,bio/Arginyl-Arginyl-Metheonine,bio/argargmet_s
argcysgly_s,dcs:CellularCompartmentExtracellular,bio/Arginyl-Cystinyl-Glycine,bio/argcysgly_s
argcysser_s,dcs:CellularCompartmentExtracellular,bio/Arginyl-Cystinyl-Serine,bio/argcysser_s
arggluglu_s,dcs:CellularCompartmentExtracellular,bio/Arginyl-Glutamyl-Glutamate,bio/arggluglu_s
argglupro_s,dcs:CellularCompartmentExtracellular,bio/Arginyl-Glutamyl-Proline,bio/argglupro_s
argglygly_s,dcs:CellularCompartmentExtracellular,bio/Arginyl-Glycyl-Glycine,bio/argglygly_s
arghisthr_s,dcs:CellularCompartmentExtracellular,bio/Arginyl-Histidyl-Threonine,bio/arghisthr_s
argleuphe_s,dcs:CellularCompartmentExtracellular,bio/Arginyl-Leucyl-Phenylalanine,bio/argleuphe_s
arglysasp_s,dcs:CellularCompartmentExtracellular,bio/Arginyl-Lysyl-Aspartate,bio/arglysasp_s
argphearg_s,dcs:CellularCompartmentExtracellular,bio/Arginyl-Phenylalanine-Arginine,bio/argphearg_s
argpromet_s,dcs:CellularCompartmentExtracellular,bio/Arginyl-Prolyl-Methionine,bio/argpromet_s
argprothr_s,dcs:CellularCompartmentExtracellular,bio/Arginyl-Prolyl-Threonine,bio/argprothr_s
argserser_s,dcs:CellularCompartmentExtracellular,bio/Arginyl-Seryl-Serine,bio/argserser_s
argtyrval_s,dcs:CellularCompartmentExtracellular,bio/Argtyrval,bio/argtyrval_s
argvalcys_s,dcs:CellularCompartmentExtracellular,bio/Arginyl-Valyl-Cysteine,bio/argvalcys_s
argvaltrp_s,dcs:CellularCompartmentExtracellular,bio/Arginyl-Valyl-Tryptophan,bio/argvaltrp_s
asnasnarg_s,dcs:CellularCompartmentExtracellular,bio/Asparaginyl-Asparaginyl-Arginine,bio/asnasnarg_s
asncyscys_s,dcs:CellularCompartmentExtracellular,bio/Asparaginyl-Cysteinyl-Cysteine,bio/asncyscys_s
asnmetpro_s,dcs:CellularCompartmentExtracellular,bio/Asparaginyl-Methionyl-Proline,bio/asnmetpro_s
asnpheasp_s,dcs:CellularCompartmentExtracellular,bio/Asparaginyl-Phenylalanyl-Aspartate,bio/asnpheasp_s
asnphecys_s,dcs:CellularCompartmentExtracellular,bio/Asparaginyl-Phenylalanyl-Cysteine,bio/asnphecys_s
asntyrgly_s,dcs:CellularCompartmentExtracellular,bio/Asparaginyl-Tyrosyl-Glycine,bio/asntyrgly_s
asntyrphe_s,dcs:CellularCompartmentExtracellular,bio/Asparaginyl-Tyrosyl-Phenylalanine,bio/asntyrphe_s
asntyrthr_s,dcs:CellularCompartmentExtracellular,bio/Asparaginyl-Tyrosyl-Threonine,bio/asntyrthr_s
aspalaarg_s,dcs:CellularCompartmentExtracellular,bio/Asparaginyl-Alanyl-Arginine,bio/aspalaarg_s
aspasnglu_s,dcs:CellularCompartmentExtracellular,bio/Aspartyl-Asparaginyl-Glutamate,bio/aspasnglu_s
aspglu_s,dcs:CellularCompartmentExtracellular,bio/HMDB0028752,bio/aspglu_s
aspglupro_s,dcs:CellularCompartmentExtracellular,bio/Aspartyl-Glutamyl-Proline,bio/aspglupro_s
aspglutrp_s,dcs:CellularCompartmentExtracellular,bio/Aspartyl-Glutamyl-Tryptophan,bio/aspglutrp_s
asphiscys_s,dcs:CellularCompartmentExtracellular,bio/Aspartyl-Histidyl-Cysteine,bio/asphiscys_s
asphispro_s,dcs:CellularCompartmentExtracellular,bio/Aspartyl-Histidyl-Proline,bio/asphispro_s
asplysglu_s,dcs:CellularCompartmentExtracellular,bio/Aspartyl-Lysyl-Glutamate,bio/asplysglu_s
asplyshis_s,dcs:CellularCompartmentExtracellular,bio/Aspartyl-Lysyl-Histidine,bio/asplyshis_s
aspmetasp_s,dcs:CellularCompartmentExtracellular,bio/Aspartyl-Methionyl-Aspartate,bio/aspmetasp_s
aspprolys_s,dcs:CellularCompartmentExtracellular,bio/Aspartyl-Prolyl-Lysine,bio/aspprolys_s
aspvalasn_s,dcs:CellularCompartmentExtracellular,bio/Aspartyl-Valyl-Asparagine,bio/aspvalasn_s
cysasnmet_s,dcs:CellularCompartmentExtracellular,bio/Cystyl-Asparaginyl-Methionine,bio/cysasnmet_s
cysaspphe_s,dcs:CellularCompartmentExtracellular,bio/Cystyl-Aspartyl-Phenylalanine,bio/cysaspphe_s
cyscys_s,dcs:CellularCompartmentExtracellular,bio/Cystyl-Cysteine,bio/cyscys_s
cysglnmet_s,dcs:CellularCompartmentExtracellular,bio/Cystyl-Glutaminyl-Methionine,bio/cysglnmet_s
cysgluhis_s,dcs:CellularCompartmentExtracellular,bio/Cystyl-Glutamyl-Histidine,bio/cysgluhis_s
cysglutrp_s,dcs:CellularCompartmentExtracellular,bio/Cystyl-Glutamyl-Tryptophan,bio/cysglutrp_s
cysleuthr_s,dcs:CellularCompartmentExtracellular,bio/Cystyl-Leucyl-Threonine,bio/cysleuthr_s
cyssermet_s,dcs:CellularCompartmentExtracellular,bio/Cystyl-Seryl-Methionine,bio/cyssermet_s
cystyrasn_s,dcs:CellularCompartmentExtracellular,bio/Cystyl-Tyrosyl-Asparagine,bio/cystyrasn_s
glnasngln_s,dcs:CellularCompartmentExtracellular,bio/Glutaminyl-Asparaginyl-Glutamine,bio/glnasngln_s
glnhishis_s,dcs:CellularCompartmentExtracellular,bio/Glutaminyl-Histidyl-Histidine,bio/glnhishis_s
glnhislys_s,dcs:CellularCompartmentExtracellular,bio/Glutaminyl-Histidyl-Lysine,bio/glnhislys_s
glnlyslys_s,dcs:CellularCompartmentExtracellular,bio/Glutaminyl-Lysyl-Lysine,bio/glnlyslys_s
glnlystrp_s,dcs:CellularCompartmentExtracellular,bio/Glutaminyl-Lysyl-Tryptophan,bio/glnlystrp_s
glnproglu_s,dcs:CellularCompartmentExtracellular,bio/Glutaminyl-Prolyl-Glutamate,bio/glnproglu_s
glntrpglu_s,dcs:CellularCompartmentExtracellular,bio/Glutaminyl-Tryptophanyl-Glutamate,bio/glntrpglu_s
glntyrleu_s,dcs:CellularCompartmentExtracellular,bio/Glutaminyl-Tyrosyl-Leucine,bio/glntyrleu_s
gluargleu_s,dcs:CellularCompartmentExtracellular,bio/Glutaminyl-Arginyl-Leucine,bio/gluargleu_s
gluasnleu_s,dcs:CellularCompartmentExtracellular,bio/Glutaminyl-Asparaginyl-Leucine,bio/gluasnleu_s
gluglu_s,dcs:CellularCompartmentExtracellular,bio/Glutamyl-Glutamate,bio/gluglu_s
gluilelys_s,dcs:CellularCompartmentExtracellular,bio/Glutamyl-Isoleucyl-Lysine,bio/gluilelys_s
gluleu_s,dcs:CellularCompartmentExtracellular,bio/HMDB0028823,bio/gluleu_s
glumet_s,dcs:CellularCompartmentExtracellular,bio/HMDB0028825,bio/glumet_s
glumethis_s,dcs:CellularCompartmentExtracellular,bio/Glutamyl-Methioninyl-Histidine,bio/glumethis_s
gluthr_s,dcs:CellularCompartmentExtracellular,bio/HMDB0028829,bio/gluthr_s
gluthrlys_s,dcs:CellularCompartmentExtracellular,bio/Glutamyl-Threonyl-Lysine,bio/gluthrlys_s
glutrpala_s,dcs:CellularCompartmentExtracellular,bio/Glutamyl-Tryptophanyl-Alanine,bio/glutrpala_s
glyhisasn_s,dcs:CellularCompartmentExtracellular,bio/Glycyl-Histidyl-Asparagine,bio/glyhisasn_s
glyhislys_s,dcs:CellularCompartmentExtracellular,bio/Glycyl-Histidyl-Lysine,bio/glyhislys_s
glylyscys_s,dcs:CellularCompartmentExtracellular,bio/Glycyl-Lysyl-Cysteine,bio/glylyscys_s
glylysphe_s,dcs:CellularCompartmentExtracellular,bio/Glycyl-Lysyl-Phenylalanine,bio/glylysphe_s
glytyrlys_s,dcs:CellularCompartmentExtracellular,bio/Glycyl-Tyrosyl-Lysine,bio/glytyrlys_s
glyvalhis_s,dcs:CellularCompartmentExtracellular,bio/Glycyl-Valyl-Histidine,bio/glyvalhis_s
hisargcys_s,dcs:CellularCompartmentExtracellular,bio/Histidyl-Arginyl-Cysteine,bio/hisargcys_s
hisargser_s,dcs:CellularCompartmentExtracellular,bio/Histidyl-Arginyl-Serine,bio/hisargser_s
hisasp_s,dcs:CellularCompartmentExtracellular,bio/Histidyl-Aspartate,bio/hisasp_s
hiscyscys_s,dcs:CellularCompartmentExtracellular,bio/Histidyl-Cystyl-Cysteine,bio/hiscyscys_s
hisglnala_s,dcs:CellularCompartmentExtracellular,bio/Histidyl-Glutaminyl-Alanine,bio/hisglnala_s
hisglu_s,dcs:CellularCompartmentExtracellular,bio/Histidyl-Glutamate,bio/hisglu_s
hisglugln_s,dcs:CellularCompartmentExtracellular,bio/Histidyl-Glutamyl-Glutamine,bio/hisglugln_s
hisglylys_s,dcs:CellularCompartmentExtracellular,bio/Histidyl-Lysyl-Lysine,bio/hisglylys_s
hishislys_s,dcs:CellularCompartmentExtracellular,bio/Histidyl-Histidyl-Lysine,bio/hishislys_s
hislysala_s,dcs:CellularCompartmentExtracellular,bio/Histidyl-Lysyl-Alanine,bio/hislysala_s
hislysglu_s,dcs:CellularCompartmentExtracellular,bio/Histidyl-Lysyl-Glutamate,bio/hislysglu_s
hislysile_s,dcs:CellularCompartmentExtracellular,bio/Histidyl-Lysyl-Isoleucine,bio/hislysile_s
hislysthr_s,dcs:CellularCompartmentExtracellular,bio/Histidyl-Lysyl-Threonine,bio/hislysthr_s
hislysval_s,dcs:CellularCompartmentExtracellular,bio/Histidyl-Lysyl-Valine,bio/hislysval_s
hismet_s,dcs:CellularCompartmentExtracellular,bio/HMDB0028891,bio/hismet_s
hismetgln_s,dcs:CellularCompartmentExtracellular,bio/Histidyl-Methionyl-Glutamine,bio/hismetgln_s
hisphearg_s,dcs:CellularCompartmentExtracellular,bio/Histidyl-Phenylalanyl-Arginine,bio/hisphearg_s
hisprolys_s,dcs:CellularCompartmentExtracellular,bio/Histidyl-Prolyl-Lysine,bio/hisprolys_s
histrphis_s,dcs:CellularCompartmentExtracellular,bio/Histidyl-Tryptophanyl-Histidine,bio/histrphis_s
ileargile_s,dcs:CellularCompartmentExtracellular,bio/Isoleucyl-Arginyl-Isoleucine,bio/ileargile_s
ileasnhis_s,dcs:CellularCompartmentExtracellular,bio/Isoleucyl-Asparaginyl-Histidine,bio/ileasnhis_s
ileasp_s,dcs:CellularCompartmentExtracellular,bio/Isolecyl-Aspartate,bio/ileasp_s
ileglnglu_s,dcs:CellularCompartmentExtracellular,bio/Isolecyl-Glutaminyl-Glutamate,bio/ileglnglu_s
ileglyarg_s,dcs:CellularCompartmentExtracellular,bio/Isolecyl-Glycyl-Arginine,bio/ileglyarg_s
ileprolys_s,dcs:CellularCompartmentExtracellular,bio/Isolecyl-Prolyl-Lysine,bio/ileprolys_s
ileserarg_s,dcs:CellularCompartmentExtracellular,bio/Isolecyl-Seryl-Arginine,bio/ileserarg_s
iletrptyr_s,dcs:CellularCompartmentExtracellular,bio/Isolecyl-Tryptophanyl-Tyrosine,bio/iletrptyr_s
leualaarg_s,dcs:CellularCompartmentExtracellular,bio/Leucyl-Alanyl-Arginine,bio/leualaarg_s
leuasnasp_s,dcs:CellularCompartmentExtracellular,bio/Leucyl-Asparaginyl-Aspartate,bio/leuasnasp_s
leuasplys_s,dcs:CellularCompartmentExtracellular,bio/Leucyl-Aspartyl-Lysine,bio/leuasplys_s
leuleutrp_s,dcs:CellularCompartmentExtracellular,bio/Leucyl-Leucyl-Tryptophan,bio/leuleutrp_s
leupro_s,dcs:CellularCompartmentExtracellular,bio/HMDB0011175,bio/leupro_s
leuproarg_s,dcs:CellularCompartmentExtracellular,bio/Leucyl-Prolyl-Arginine,bio/leuproarg_s
leusertrp_s,dcs:CellularCompartmentExtracellular,bio/Leucyl-Seryl-Tryptophan,bio/leusertrp_s
leutrp_s,dcs:CellularCompartmentExtracellular,bio/HMDB0028940,bio/leutrp_s
leutrparg_s,dcs:CellularCompartmentExtracellular,bio/Leucyl-Tryptophanyl-Arginine,bio/leutrparg_s
leutyrtyr_s,dcs:CellularCompartmentExtracellular,bio/Leucyl-Tyrosyl-Tyrosine,bio/leutyrtyr_s
leuval_s,dcs:CellularCompartmentExtracellular,bio/HMDB0028942,bio/leuval_s
lysargleu_s,dcs:CellularCompartmentExtracellular,bio/Lysyl-Arginyl-Leucine,bio/lysargleu_s
lyscyshis_s,dcs:CellularCompartmentExtracellular,bio/Lysyl-Cysteinyl-Histidine,bio/lyscyshis_s
lysglnphe_s,dcs:CellularCompartmentExtracellular,bio/Lysyl-Glutaminyl-Phenylalanine,bio/lysglnphe_s
lysgluglu_s,dcs:CellularCompartmentExtracellular,bio/Lysyl-Glutamyl-Glutamate,bio/lysgluglu_s
lyslyslys_s,dcs:CellularCompartmentExtracellular,bio/Lysyl-Lysyl-Lysine,bio/lyslyslys_s
lyspheile_s,dcs:CellularCompartmentExtracellular,bio/Lysyl-Phenylalanyl-Isoleucine,bio/lyspheile_s
lystrparg_s,dcs:CellularCompartmentExtracellular,bio/Lysyl-Tryptophanyl-Arginine,bio/lystrparg_s
lystyrile_s,dcs:CellularCompartmentExtracellular,bio/Lysyl-Tyrosyl-Isoleucine,bio/lystyrile_s
lysvalphe_s,dcs:CellularCompartmentExtracellular,bio/Lysyl-Valyl-Phenylalanine,bio/lysvalphe_s
lysvaltrp_s,dcs:CellularCompartmentExtracellular,bio/Lysyl-Valyl-Tryptophan,bio/lysvaltrp_s
metargleu_s,dcs:CellularCompartmentExtracellular,bio/Methionyl-Arginyl-Leucine,bio/metargleu_s
metasntyr_s,dcs:CellularCompartmentExtracellular,bio/Methionyl-Asparaginyl-Tyrosine,bio/metasntyr_s
metglntyr_s,dcs:CellularCompartmentExtracellular,bio/Methionyl-Glutaminyl-Tyrosine,bio/metglntyr_s
metglyarg_s,dcs:CellularCompartmentExtracellular,bio/Methionyl-Glycyl-Arginine,bio/metglyarg_s
methislys_s,dcs:CellularCompartmentExtracellular,bio/Methionyl-Histidyl-Lysine,bio/methislys_s
metmetile_s,dcs:CellularCompartmentExtracellular,bio/Methionyl-Methionyl-Isoleucine,bio/metmetile_s
metphearg_s,dcs:CellularCompartmentExtracellular,bio/Methionyl-Phenylalanyl-Arginine,bio/metphearg_s
mettrpphe_s,dcs:CellularCompartmentExtracellular,bio/Methionyl-Tryptophanyl-Phenylalanine,bio/mettrpphe_s
pheasnmet_s,dcs:CellularCompartmentExtracellular,bio/Phenylalanyl-Asparaginyl-Methionine,bio/pheasnmet_s
pheasp_s,dcs:CellularCompartmentExtracellular,bio/Phenylalanyl-Aspartate,bio/pheasp_s
pheglnphe_s,dcs:CellularCompartmentExtracellular,bio/Phenylalanyl-Glutaminyl-Phenylalanine,bio/pheglnphe_s
pheleu_s,dcs:CellularCompartmentExtracellular,bio/Phenylalanyl-Leucine,bio/pheleu_s
pheleuasp_s,dcs:CellularCompartmentExtracellular,bio/Phenylalanyl-Leucyl-Aspartate,bio/pheleuasp_s
pheleuhis_s,dcs:CellularCompartmentExtracellular,bio/Phenylalanyl-Leucyl-Histidine,bio/pheleuhis_s
phelysala_s,dcs:CellularCompartmentExtracellular,bio/Phenylalanyl-Lysyl-Alanine,bio/phelysala_s
phelyspro_s,dcs:CellularCompartmentExtracellular,bio/Phenylalanyl-Lysyl-Proline,bio/phelyspro_s
phephe_s,dcs:CellularCompartmentExtracellular,bio/HMDB0013302,bio/phephe_s
phepheasn_s,dcs:CellularCompartmentExtracellular,bio/Phenylalanyl-Phenylalaninyl-Asparagine,bio/phepheasn_s
phephethr_s,dcs:CellularCompartmentExtracellular,bio/Phenylalanyl-Phenylalaninyl-Threonine,bio/phephethr_s
pheproarg_s,dcs:CellularCompartmentExtracellular,bio/Phenylalanyl-Prolyl-Arginine,bio/pheproarg_s
phesertrp_s,dcs:CellularCompartmentExtracellular,bio/Phenylalanyl-Seryl-Tryptophan,bio/phesertrp_s
phethrlys_s,dcs:CellularCompartmentExtracellular,bio/Phenylalanyl-Threonyl-Lysine,bio/phethrlys_s
phetrpleu_s,dcs:CellularCompartmentExtracellular,bio/Phenylalanyl-Tryptophanyl-Leucine,bio/phetrpleu_s
phetyr_s,dcs:CellularCompartmentExtracellular,bio/HMDB0029007,bio/phetyr_s
phetyrgln_s,dcs:CellularCompartmentExtracellular,bio/Phenylalanyl-Tyrosinyl-Glutamine,bio/phetyrgln_s
phetyrlys_s,dcs:CellularCompartmentExtracellular,bio/Phenylalanyl-Tyrosinyl-Lysine,bio/phetyrlys_s
proargasp_s,dcs:CellularCompartmentExtracellular,bio/Prolyl-Arginyl-Aspartate,bio/proargasp_s
proargcys_s,dcs:CellularCompartmentExtracellular,bio/Prolyl-Arginyl-Cysteine,bio/proargcys_s
proasncys_s,dcs:CellularCompartmentExtracellular,bio/Prolyl-Asparaginyl-Cysteine,bio/proasncys_s
procys_s,dcs:CellularCompartmentExtracellular,bio/HMDB0029014,bio/procys_s
proglnpro_s,dcs:CellularCompartmentExtracellular,bio/Prolyl-Glutaminyl-Proline,bio/proglnpro_s
proglulys_s,dcs:CellularCompartmentExtracellular,bio/Prolyl-Glutamatsyl-Lysine,bio/proglulys_s
prohis_s,dcs:CellularCompartmentExtracellular,bio/HMDB0029019,bio/prohis_s
prohistyr_s,dcs:CellularCompartmentExtracellular,bio/Prolyl-Histidyl-Tyrosine,bio/prohistyr_s
proleuarg_s,dcs:CellularCompartmentExtracellular,bio/Prolyl-Leucyl-Arginine,bio/proleuarg_s
prolyspro_s,dcs:CellularCompartmentExtracellular,bio/Prolyl-Lysyl-Proline,bio/prolyspro_s
prophe_s,dcs:CellularCompartmentExtracellular,bio/HMDB0011179,bio/prophe_s
proproarg_s,dcs:CellularCompartmentExtracellular,bio/Prolyl-Prolyl-Arginine,bio/proproarg_s
propropro_s,dcs:CellularCompartmentExtracellular,bio/Prolyl-Prolyl-Proline,bio/propropro_s
protrplys_s,dcs:CellularCompartmentExtracellular,bio/Prolyl-Tryptophanyl-Lysine,bio/protrplys_s
protrpthr_s,dcs:CellularCompartmentExtracellular,bio/Prolyl-Tryptophanyl-Threonine,bio/protrpthr_s
provalgln_s,dcs:CellularCompartmentExtracellular,bio/Prolyl-Valyl-Glutamine,bio/provalgln_s
serargala_s,dcs:CellularCompartmentExtracellular,bio/Seryl-Arginyl-Alanine,bio/serargala_s
serargtrp_s,dcs:CellularCompartmentExtracellular,bio/Seryl-Arginyl-Tryptophan,bio/serargtrp_s
sercysarg_s,dcs:CellularCompartmentExtracellular,bio/Seryl-Cysteinyl-Arginine,bio/sercysarg_s
serglyglu_s,dcs:CellularCompartmentExtracellular,bio/Seryl-Glycyl-Glutamate,bio/serglyglu_s
serlyshis_s,dcs:CellularCompartmentExtracellular,bio/Seryl-Lysyl-Histidine,bio/serlyshis_s
serphelys_s,dcs:CellularCompartmentExtracellular,bio/Seryl-Phenylalanyl-Lysine,bio/serphelys_s
sertrphis_s,dcs:CellularCompartmentExtracellular,bio/Seryl-Tryptophanyl-Histidine,bio/sertrphis_s
thrargtyr_s,dcs:CellularCompartmentExtracellular,bio/Threonyl-Arginyl-Tyrosine,bio/thrargtyr_s
thrasntyr_s,dcs:CellularCompartmentExtracellular,bio/Threonyl-Asparaginyl-Tyrosine,bio/thrasntyr_s
thrglnglu_s,dcs:CellularCompartmentExtracellular,bio/Threonyl-Glutaminyl-Glutamate,bio/thrglnglu_s
thrglntyr_s,dcs:CellularCompartmentExtracellular,bio/Threonyl-Glutaminyl-Tyrosine,bio/thrglntyr_s
thrhishis_s,dcs:CellularCompartmentExtracellular,bio/Threonyl-Histidinyl-Histidine,bio/thrhishis_s
thrilearg_s,dcs:CellularCompartmentExtracellular,bio/Threonyl-Isoleucyl-Arginine,bio/thrilearg_s
thrmetarg_s,dcs:CellularCompartmentExtracellular,bio/Threonyl-Methionyl-Arginine,bio/thrmetarg_s
thrphearg_s,dcs:CellularCompartmentExtracellular,bio/Threonyl-Phenylalanyl-Arginine,bio/thrphearg_s
thrserarg_s,dcs:CellularCompartmentExtracellular,bio/Threonyl-Seryl-Arginine,bio/thrserarg_s
thrthrarg_s,dcs:CellularCompartmentExtracellular,bio/Threonyl-Threonyl-Arginine,bio/thrthrarg_s
thrtyrmet_s,dcs:CellularCompartmentExtracellular,bio/Threonyl-Tyrosyl-Methionine,bio/thrtyrmet_s
trpalapro_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Alanyl-Proline,bio/trpalapro_s
trpargala_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Arginyl-Alanine,bio/trpargala_s
trpaspasp_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Aspartyl-Aspartate,bio/trpaspasp_s
trpglngln_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Glutaminyl-Glutamine,bio/trpglngln_s
trpglugly_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Glutamyl-Glycine,bio/trpglugly_s
trpgluleu_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Glutamyl-Leucine,bio/trpgluleu_s
trpglupro_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Glutamyl-Proline,bio/trpglupro_s
trpglutyr_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Glutamyl-Tyrosine,bio/trpglutyr_s
trpglyleu_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Glycyl-Leucine,bio/trpglyleu_s
trpglyphe_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Glycyl-Phenylalanine,bio/trpglyphe_s
trpglyval_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Glycyl-Valine,bio/trpglyval_s
trphismet_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Histidyl-Methionine,bio/trphismet_s
trpilelys_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Isoleucyl-Lysine,bio/trpilelys_s
trpiletrp_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Isoleucyl-Tryptophan,bio/trpiletrp_s
trpleuval_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Leucyl-Valine,bio/trpleuval_s
trplys_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Lysine,bio/trplys_s
trpmetarg_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Methionyl-Arginine,bio/trpmetarg_s
trpmetval_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Methionyl-Valine,bio/trpmetval_s
trpphe_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Phenylalanine,bio/trpphe_s
trpprogly_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Prolyl-Glycine,bio/trpprogly_s
trpproleu_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Prolyl-Leucine,bio/trpproleu_s
trpproval_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Prolyl-Valine,bio/trpproval_s
trpsertyr_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Seryl-Tyrosine,bio/trpsertyr_s
trpthrglu_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Threonyl-Glutamate,bio/trpthrglu_s
trpthrile_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Threonyl-Isoleucine,bio/trpthrile_s
trpthrtyr_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Threonyl-Tyrosine,bio/trpthrtyr_s
trptyrgln_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Tyrosyl-Glutamine,bio/trptyrgln_s
trptyrtyr_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Tyrosyl-Tyrosine,bio/trptyrtyr_s
trpvalasp_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Valyl-Aspartate,bio/trpvalasp_s
tyrala_s,dcs:CellularCompartmentExtracellular,bio/HMDB0029098,bio/tyrala_s
tyralaphe_s,dcs:CellularCompartmentExtracellular,bio/Tyrosyl-Alaninyl-Phenylalanine,bio/tyralaphe_s
tyrargglu_s,dcs:CellularCompartmentExtracellular,bio/Tyrosyl-Arginyl-Glutamate,bio/tyrargglu_s
tyrargser_s,dcs:CellularCompartmentExtracellular,bio/Tyrosyl-Arginyl-Serine,bio/tyrargser_s
tyrasparg_s,dcs:CellularCompartmentExtracellular,bio/Tyrosyl-Aspartyl-Arginine,bio/tyrasparg_s
tyrcysgly_s,dcs:CellularCompartmentExtracellular,bio/Tyrosyl-Cysteinyl-Glycine,bio/tyrcysgly_s
tyrcysthr_s,dcs:CellularCompartmentExtracellular,bio/Tyrosyl-Cysteinyl-Threonine,bio/tyrcysthr_s
tyrglu_s,dcs:CellularCompartmentExtracellular,bio/HMDB0029104,bio/tyrglu_s
tyrleuarg_s,dcs:CellularCompartmentExtracellular,bio/Tyrosyl-Leucyl-Arginine,bio/tyrleuarg_s
tyrphetyr_s,dcs:CellularCompartmentExtracellular,bio/Tyrosyl-Phenylalanyl-Tyrosine,bio/tyrphetyr_s
tyrthr_s,dcs:CellularCompartmentExtracellular,bio/HMDB0029115,bio/tyrthr_s
tyrtrpphe_s,dcs:CellularCompartmentExtracellular,bio/Tyrosyl-Tryptophanyl-Phenylalanine,bio/tyrtrpphe_s
tyrtyr_s,dcs:CellularCompartmentExtracellular,bio/HMDB0029117,bio/tyrtyr_s
tyrvalmet_s,dcs:CellularCompartmentExtracellular,bio/Tyrosyl-Valyl-Methionine,bio/tyrvalmet_s
valarggly_s,dcs:CellularCompartmentExtracellular,bio/Valyl-Arginyl-Glycine,bio/valarggly_s
valhisasn_s,dcs:CellularCompartmentExtracellular,bio/Valyl-Histidyl-Asparagine,bio/valhisasn_s
valleuphe_s,dcs:CellularCompartmentExtracellular,bio/Valyl-Leucyl-Phenylalanine,bio/valleuphe_s
vallystyr_s,dcs:CellularCompartmentExtracellular,bio/Valyl-Lysyl-Tyrosine,bio/vallystyr_s
valphearg_s,dcs:CellularCompartmentExtracellular,bio/Valyl-Phenylalanyl-Arginine,bio/valphearg_s
valprotrp_s,dcs:CellularCompartmentExtracellular,bio/Valyl-Prolyl-Tryptophan,bio/valprotrp_s
valserarg_s,dcs:CellularCompartmentExtracellular,bio/Valyl-Seryl-Arginine,bio/valserarg_s
valtrpphe_s,dcs:CellularCompartmentExtracellular,bio/Valyl-Tryptophanyl-Phenylalanine,bio/valtrpphe_s
valtrpval_s,dcs:CellularCompartmentExtracellular,bio/Valyl-Tryptophanyl-Valine,bio/valtrpval_s
valval_s,dcs:CellularCompartmentExtracellular,bio/HMDB0029140,bio/valval_s
trpglyasp_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Glycyl-Aspartate,bio/trpglyasp_s
alaargcys_c,dcs:CellularCompartmentCytosol,bio/Alanyl-Arginyl-Cysteine,bio/alaargcys_c
alaarggly_c,dcs:CellularCompartmentCytosol,bio/Alanyl-Arginyl-Glycine,bio/alaarggly_c
alaasnleu_c,dcs:CellularCompartmentCytosol,bio/Alanyl-Asparaginyl-Leucine,bio/alaasnleu_c
alaglylys_c,dcs:CellularCompartmentCytosol,bio/Alanyl-Glycyl-Lysine,bio/alaglylys_c
alahisala_c,dcs:CellularCompartmentCytosol,bio/Alanyl-Histidyl-Alanine,bio/alahisala_c
alalysthr_c,dcs:CellularCompartmentCytosol,bio/Alanyl-Lysine-Threonine,bio/alalysthr_c
argalaala_c,dcs:CellularCompartmentCytosol,bio/Arginyl-Alanyl-Alanine,bio/argalaala_c
argalaphe_c,dcs:CellularCompartmentCytosol,bio/Arginyl-Alanine-Phenylalanine,bio/argalaphe_c
