id,name,compartment,chemicalFormula,bigg.metabolite,chebi,chembl,kegg.compound,metanetx.chemical,hmdb,pubchem.compound,lipidmaps,metabolite_dcid
m02618r,"""noradrenochrome""",dcs:CellularCompartmentEndoplasmicReticulum,C8H7NO3,,,,,MNXM64900,HMDB0013030,10176277,,bio/HMDB0013030
CN0012_c,"""Benzo[A]Pyrene-2,3-Oxide""",dcs:CellularCompartmentCytosol,C20H12O,CN0012,,,,MNXM162933,,,,bio/MNXM162933
m01374r,"""benzo[a]pyrene""",dcs:CellularCompartmentEndoplasmicReticulum,C20H12,,"""CHEBI:29865""",CHEMBL31184,C07535,MNXM3216,HMDB0062469,2336,,bio/CHEMBL31184
CN0012_r,"""Benzo[A]Pyrene-2,3-Oxide""",dcs:CellularCompartmentEndoplasmicReticulum,C20H12O,CN0012,,,,MNXM162933,,,,bio/MNXM162933
CN0009_c,"""Benzo[A]Pyrene-2,3-Diol""",dcs:CellularCompartmentCytosol,C20H14O2,CN0009,,,,MNXM163759,,,,bio/MNXM163759
CN0009_r,"""Benzo[A]Pyrene-2,3-Diol""",dcs:CellularCompartmentEndoplasmicReticulum,C20H14O2,CN0009,,,,MNXM163759,,,,bio/MNXM163759
CN0012_p,"""Benzo[A]Pyrene-2,3-Oxide""",dcs:CellularCompartmentPeroxisome,C20H12O,CN0012,,,,MNXM162933,,,,bio/MNXM162933
CN0009_p,"""Benzo[A]Pyrene-2,3-Diol""",dcs:CellularCompartmentPeroxisome,C20H14O2,CN0009,,,,MNXM163759,,,,bio/MNXM163759
CN0010_c,"""Benzo[A]Pyrene-4,5-Diol""",dcs:CellularCompartmentCytosol,C20H12O2,CN0010,,,,MNXM163760,,,,bio/MNXM163760
m01375r,"""benzo[a]pyrene-4,5-oxide""",dcs:CellularCompartmentEndoplasmicReticulum,C20H12O,,,,C14851,MNXM7104,HMDB0060091,37786,,bio/HMDB0060091
CN0010_r,"""Benzo[A]Pyrene-4,5-Diol""",dcs:CellularCompartmentEndoplasmicReticulum,C20H12O2,CN0010,,,,MNXM163760,,,,bio/MNXM163760
m01375p,"""benzo[a]pyrene-4,5-oxide""",dcs:CellularCompartmentPeroxisome,C20H12O,,,,C14851,MNXM7104,HMDB0060091,37786,,bio/HMDB0060091
CN0010_p,"""Benzo[A]Pyrene-4,5-Diol""",dcs:CellularCompartmentPeroxisome,C20H12O2,CN0010,,,,MNXM163760,,,,bio/MNXM163760
CN0011_c,"""Benzo[A]Pyrene-9,10-Diol""",dcs:CellularCompartmentCytosol,C20H12O2,CN0011,,,,MNXM163761,,,,bio/MNXM163761
m01379r,"""benzo[a]pyrene-9,10-oxide""",dcs:CellularCompartmentEndoplasmicReticulum,C20H12O,,,,C14849,MNXM7106,HMDB0060090,37456,,bio/HMDB0060090
CN0011_r,"""Benzo[A]Pyrene-9,10-Diol""",dcs:CellularCompartmentEndoplasmicReticulum,C20H12O2,CN0011,,,,MNXM163761,,,,bio/MNXM163761
m01379p,"""benzo[a]pyrene-9,10-oxide""",dcs:CellularCompartmentPeroxisome,C20H12O,,,,C14849,MNXM7106,HMDB0060090,37456,,bio/HMDB0060090
CN0011_p,"""Benzo[A]Pyrene-9,10-Diol""",dcs:CellularCompartmentPeroxisome,C20H12O2,CN0011,,,,MNXM163761,,,,bio/MNXM163761
CN0021_c,"""7,12-Dimethylbenz[A]Anthracene-3,4-Oxide""",dcs:CellularCompartmentCytosol,C20H16O,CN0021,,,,MNXM162911,HMDB0060341,,,bio/HMDB0060341
m01174r,"""7,12-dimethylbenz[a]anthracene""",dcs:CellularCompartmentEndoplasmicReticulum,C20H16,,,CHEMBL329673,C19488,MNXM8204,HMDB0062429,,,bio/CHEMBL329673
CN0021_r,"""7,12-Dimethylbenz[A]Anthracene-3,4-Oxide""",dcs:CellularCompartmentEndoplasmicReticulum,C20H16O,CN0021,,,,MNXM162911,HMDB0060341,,,bio/HMDB0060341
CN0022_c,"""7,12-Dimethylbenz[A]Anthracene-3,4-Diol""",dcs:CellularCompartmentCytosol,C20H18O2,CN0022,,,,MNXM162910,,,,bio/MNXM162910
CN0022_r,"""7,12-Dimethylbenz[A]Anthracene-3,4-Diol""",dcs:CellularCompartmentEndoplasmicReticulum,C20H18O2,CN0022,,,,MNXM162910,,,,bio/MNXM162910
CN0021_p,"""7,12-Dimethylbenz[A]Anthracene-3,4-Oxide""",dcs:CellularCompartmentPeroxisome,C20H16O,CN0021,,,,MNXM162911,HMDB0060341,,,bio/HMDB0060341
CN0022_p,"""7,12-Dimethylbenz[A]Anthracene-3,4-Diol""",dcs:CellularCompartmentPeroxisome,C20H18O2,CN0022,,,,MNXM162910,,,,bio/MNXM162910
CN0023_c,"""7,12-Dimethylbenz[A]Anthracene-3,4-Diol-1,2-Epoxide""",dcs:CellularCompartmentCytosol,C20H18O3,CN0023,,,,MNXM164384,,,,bio/MNXM164384
CN0023_r,"""7,12-Dimethylbenz[A]Anthracene-3,4-Diol-1,2-Epoxide""",dcs:CellularCompartmentEndoplasmicReticulum,C20H18O3,CN0023,,,,MNXM164384,,,,bio/MNXM164384
CN0016_c,"""Dibenzo[A,L]Pyrene""",dcs:CellularCompartmentCytosol,C24H14,CN0016,,,,MNXM50427,HMDB0060116,9119,,bio/HMDB0060116
CN0017_c,"""Dibenzo[A,L]Pyrene-11,12-Epoxide""",dcs:CellularCompartmentCytosol,C24H14O,CN0017,,,,MNXM162957,,,,bio/MNXM162957
CN0016_r,"""Dibenzo[A,L]Pyrene""",dcs:CellularCompartmentEndoplasmicReticulum,C24H14,CN0016,,,,MNXM50427,HMDB0060116,9119,,bio/HMDB0060116
CN0017_r,"""Dibenzo[A,L]Pyrene-11,12-Epoxide""",dcs:CellularCompartmentEndoplasmicReticulum,C24H14O,CN0017,,,,MNXM162957,,,,bio/MNXM162957
CN0018_c,"""Dibenzo[A,L]Pyrene-11,12-Diol""",dcs:CellularCompartmentCytosol,C24H16O2,CN0018,,,,MNXM162956,,,,bio/MNXM162956
CN0018_r,"""Dibenzo[A,L]Pyrene-11,12-Diol""",dcs:CellularCompartmentEndoplasmicReticulum,C24H16O2,CN0018,,,,MNXM162956,,,,bio/MNXM162956
CN0017_p,"""Dibenzo[A,L]Pyrene-11,12-Epoxide""",dcs:CellularCompartmentPeroxisome,C24H14O,CN0017,,,,MNXM162957,,,,bio/MNXM162957
CN0018_p,"""Dibenzo[A,L]Pyrene-11,12-Diol""",dcs:CellularCompartmentPeroxisome,C24H16O2,CN0018,,,,MNXM162956,,,,bio/MNXM162956
CN0019_c,"""Dibenzo[A,L]Pyrene-11,12-Diol-13,14-Epoxide""",dcs:CellularCompartmentCytosol,C24H14O3,CN0019,,,,MNXM164731,,,,bio/MNXM164731
CN0019_r,"""Dibenzo[A,L]Pyrene-11,12-Diol-13,14-Epoxide""",dcs:CellularCompartmentEndoplasmicReticulum,C24H14O3,CN0019,,,,MNXM164731,,,,bio/MNXM164731
m02999c,"""tiglyl-CoA""",dcs:CellularCompartmentCytosol,C26H38N7O17P3S,2mb2coa,"""CHEBI:15478""",,C03345,MNXM609,HMDB0002054,5280564,,bio/HMDB0002054
m00159c,"""(R)-3-hydroxybutanoyl-CoA""",dcs:CellularCompartmentCytosol,C25H38N7O18P3S,3hbcoa__R,"""CHEBI:15452""",,C03561,MNXM1058,HMDB0001166,11966146,,bio/HMDB0001166
adpac_c,"""Adipic Acid""",dcs:CellularCompartmentCytosol,C6H8O4,adpac,"""CHEBI:30832""",CHEMBL1157,C06104,MNXM163728,HMDB0000448,196,,bio/CHEMBL1157
adpcoa_c,"""Adipoyl Coenzyme A""",dcs:CellularCompartmentCytosol,C27H39N7O19P3S,adpcoa,,,,MNXM163269,HMDB0004047,9543333,,bio/HMDB0004047
adpac_p,"""Adipic Acid""",dcs:CellularCompartmentPeroxisome,C6H8O4,adpac,"""CHEBI:30832""",CHEMBL1157,C06104,MNXM163728,HMDB0000448,196,,bio/CHEMBL1157
adpcoa_p,"""Adipoyl Coenzyme A""",dcs:CellularCompartmentPeroxisome,C27H39N7O19P3S,adpcoa,,,,MNXM163269,HMDB0004047,9543333,,bio/HMDB0004047
c6dc_p,"""Adipoyl Carnitine""",dcs:CellularCompartmentPeroxisome,C13H22NO6,c6dc,,,,MNXM162921,HMDB0061677,,,bio/HMDB0061677
3bcrn_c,"""3-Hydroxy Butyryl Carnitine""",dcs:CellularCompartmentCytosol,C11H21NO5,3bcrn,,,,MNXM163668,HMDB0013127,,,bio/HMDB0013127
3bcrn_s,"""3-Hydroxy Butyryl Carnitine""",dcs:CellularCompartmentExtracellular,C11H21NO5,3bcrn,,,,MNXM163668,HMDB0013127,,,bio/HMDB0013127
c10crn_c,"""Decanoyl Carnitine""",dcs:CellularCompartmentCytosol,C17H33NO4,c10crn,,,,,HMDB0000651,10245190,,bio/HMDB0000651
c101coa_c,"""Decenoyl Coenzyme A""",dcs:CellularCompartmentCytosol,C31H48N7O17P3S,c101coa,,,,,,,,bio/Decenoyl Coenzyme A
c101crn_c,"""Decenoyl Carnitine""",dcs:CellularCompartmentCytosol,C17H31NO4,c101crn,,,,,HMDB0013205,53481651,,bio/HMDB0013205
c101crn_s,"""Decenoyl Carnitine""",dcs:CellularCompartmentExtracellular,C17H31NO4,c101crn,,,,,HMDB0013205,53481651,,bio/HMDB0013205
decdicoa_c,"""Decadienoyl Coenzyme A""",dcs:CellularCompartmentCytosol,C31H46N7O17P3S,decdicoa,,,,,HMDB0001168,22833562,,bio/HMDB0001168
decdicrn_c,"""Decadienoyl Carnitine""",dcs:CellularCompartmentCytosol,C17H29NO4,decdicrn,,,,,HMDB0013325,53481669,,bio/HMDB0013325
c10crn_s,"""Decanoyl Carnitine""",dcs:CellularCompartmentExtracellular,C17H33NO4,c10crn,,,,,HMDB0000651,10245190,,bio/HMDB0000651
c10dc_p,"""Sebacoyl Carnitine""",dcs:CellularCompartmentPeroxisome,C17H30NO6,c10dc,,,,MNXM162993,,,,bio/MNXM162993
c10dc_c,"""Sebacoyl Carnitine""",dcs:CellularCompartmentCytosol,C17H30NO6,c10dc,,,,MNXM162993,,,,bio/MNXM162993
sebcoa_c,"""Sebacoyl Coenzyme A""",dcs:CellularCompartmentCytosol,C31H47N7O19P3S,sebcoa,,,,MNXM10471,,,,bio/MNXM10471
c10dc_s,"""Sebacoyl Carnitine""",dcs:CellularCompartmentExtracellular,C17H30NO6,c10dc,,,,MNXM162993,,,,bio/MNXM162993
m00181c,"""(S)-hydroxydecanoyl-CoA""",dcs:CellularCompartmentCytosol,C31H50N7O18P3S,,"""CHEBI:28325""",,C05264,MNXM674,HMDB0003938,11966158,LMFA07050014,bio/HMDB0003938
3deccrn_c,"""3-Hydroxydecanoylcarnitine""",dcs:CellularCompartmentCytosol,C17H33NO5,3deccrn,,,,MNXM150909,HMDB0061636,,,bio/HMDB0061636
ddeccrn_c,"""Lauroyl Carnitine""",dcs:CellularCompartmentCytosol,C19H37NO4,ddeccrn,,,,,HMDB0002250,168381,,bio/HMDB0002250
m00042c,"""(2E)-dodecenoyl-CoA""",dcs:CellularCompartmentCytosol,C33H52N7O17P3S,dd2coa,"""CHEBI:15471""",,C03221,MNXM642,HMDB0003712,45266564,LMFA07050010,bio/HMDB0003712
ddece1crn_c,"""Dodecenoyl Carnitine""",dcs:CellularCompartmentCytosol,C19H35NO4,ddece1crn,,,,,,,,bio/Dodecenoyl Carnitine
c12dccoa_p,"""Dodecanedioyl Coenzyme A""",dcs:CellularCompartmentPeroxisome,C33H51N7O19P3S,c12dccoa,,,,,,,,bio/Dodecanedioyl Coenzyme A
dodecanac_p,"""Dodecanedioic Acid""",dcs:CellularCompartmentPeroxisome,C12H20O4,dodecanac,,,,,HMDB0000623,12736,,bio/HMDB0000623
c12dccoa_c,"""Dodecanedioyl Coenzyme A""",dcs:CellularCompartmentCytosol,C33H51N7O19P3S,c12dccoa,,,,,,,,bio/Dodecanedioyl Coenzyme A
dodecanac_c,"""Dodecanedioic Acid""",dcs:CellularCompartmentCytosol,C12H20O4,dodecanac,,,,,HMDB0000623,12736,,bio/HMDB0000623
c12dc_c,"""Dodecanedioyl Carnitine""",dcs:CellularCompartmentCytosol,C19H34NO6,c12dc,,,,,HMDB0013327,,,bio/HMDB0013327
c12dc_s,"""Dodecanedioyl Carnitine""",dcs:CellularCompartmentExtracellular,C19H34NO6,c12dc,,,,,HMDB0013327,,,bio/HMDB0013327
m00174c,"""(S)-3-hydroxydodecanoyl-CoA""",dcs:CellularCompartmentCytosol,C33H54N7O18P3S,,"""CHEBI:27668""",,C05262,MNXM733,HMDB0003936,440603,LMFA07050012,bio/HMDB0003936
3ddcrn_c,"""3-Hydroxydodecanoylcarnitine""",dcs:CellularCompartmentCytosol,C19H37NO5,3ddcrn,,,,MNXM150910,HMDB0061638,,,bio/HMDB0061638
3tetd7ecoa_m,"""3-Hydroxy Tetradecenoyl-7 Coenzyme A""",dcs:CellularCompartmentMitochondria,C35H56N7O18P3S,3tetd7ecoa,,,,,,,,bio/3-Hydroxy Tetradecenoyl-7 Coenzyme A
3tetd7ecoa_c,"""3-Hydroxy Tetradecenoyl-7 Coenzyme A""",dcs:CellularCompartmentCytosol,C35H56N7O18P3S,3tetd7ecoa,,,,,,,,bio/3-Hydroxy Tetradecenoyl-7 Coenzyme A
tetdece1coa_c,"""Tetradecenoyl Coenzyme A""",dcs:CellularCompartmentCytosol,C35H56N7O17P3S,tetdece1coa,,,,MNXM165172,HMDB0003946,,,bio/HMDB0003946
tetdece1crn_c,"""Tetradecenoyl Carnitine""",dcs:CellularCompartmentCytosol,C21H39NO4,tetdece1crn,,,,,HMDB0002014,22833575,,bio/HMDB0002014
3tetd7ecoacrn_c,"""3-Hydroxy Tetradecenoyl-7-Carnitine""",dcs:CellularCompartmentCytosol,C21H39NO5,3tetd7ecoacrn,,,,,,,,bio/3-Hydroxy Tetradecenoyl-7-Carnitine
3tetd7ecoacrn_s,"""3-Hydroxy Tetradecenoyl-7-Carnitine""",dcs:CellularCompartmentExtracellular,C21H39NO5,3tetd7ecoacrn,,,,,,,,bio/3-Hydroxy Tetradecenoyl-7-Carnitine
3ttetddcoa_m,"""3-Hydroxy Trans5,8Tetradecadienoyl Coenzyme A""",dcs:CellularCompartmentMitochondria,C35H54N7O18P3S,3ttetddcoa,,,,,,,,bio/3-Hydroxy Trans5_8Tetradecadienoyl Coenzyme A
3ttetddcoa_c,"""3-Hydroxy Trans5,8Tetradecadienoyl Coenzyme A""",dcs:CellularCompartmentCytosol,C35H54N7O18P3S,3ttetddcoa,,,,,,,,bio/3-Hydroxy Trans5_8Tetradecadienoyl Coenzyme A
tetdec2coa_c,"""Tetradecadienoyl Coenzyme A""",dcs:CellularCompartmentCytosol,C35H54N7O17P3S,tetdec2coa,,,,,,,,bio/Tetradecadienoyl Coenzyme A
tetdec2crn_c,"""Tetradecadienoyl Carnitine""",dcs:CellularCompartmentCytosol,C21H37NO4,tetdec2crn,,,,,,,,bio/Tetradecadienoyl Carnitine
3ttetddcoacrn_c,"""3-Hydroxy Trans5,8Tetradecadienoyl Carnitine""",dcs:CellularCompartmentCytosol,C21H37NO5,3ttetddcoacrn,,,,,,,,bio/3-Hydroxy Trans5_8Tetradecadienoyl Carnitine
3ttetddcoacrn_s,"""3-Hydroxy Trans5,8Tetradecadienoyl Carnitine""",dcs:CellularCompartmentExtracellular,C21H37NO5,3ttetddcoacrn,,,,,,,,bio/3-Hydroxy Trans5_8Tetradecadienoyl Carnitine
m00178c,"""(S)-3-hydroxytetradecanoyl-CoA""",dcs:CellularCompartmentCytosol,C35H58N7O18P3S,,"""CHEBI:27466""",,C05260,MNXM767,HMDB0003934,46173488,LMFA07050033,bio/HMDB0003934
3tdcrn_c,"""3-Hydroxy-Tetradecanoyl Carnitine""",dcs:CellularCompartmentCytosol,C21H41NO5,3tdcrn,,,,MNXM150929,HMDB0061640,,,bio/HMDB0061640
3hdeccoa_c,"""3-Hydroxyhexadecenoyl Coenzyme A""",dcs:CellularCompartmentCytosol,C37H60N7O18P3S,3hdeccoa,,,,,,,,bio/3-Hydroxyhexadecenoyl Coenzyme A
3hdececrn_c,"""3-Hydroxyhexadecenoylcarnitine""",dcs:CellularCompartmentCytosol,C23H43NO5,3hdececrn,,,,,,,,bio/3-Hydroxyhexadecenoylcarnitine
3thexddcoa_m,"""3-Hydroxy Trans7,10-Hexadecadienoyl Coenzyme A""",dcs:CellularCompartmentMitochondria,C37H58N7O18P3S,3thexddcoa,,,,,,,,bio/3-Hydroxy Trans7_10-Hexadecadienoyl Coenzyme A
3thexddcoa_c,"""3-Hydroxy Trans7,10-Hexadecadienoyl Coenzyme A""",dcs:CellularCompartmentCytosol,C37H58N7O18P3S,3thexddcoa,,,,,,,,bio/3-Hydroxy Trans7_10-Hexadecadienoyl Coenzyme A
3thexddcoacrn_c,"""3-Hydroxy Trans7,10-Hexadecadienoyl Carnitine""",dcs:CellularCompartmentCytosol,C23H41NO5,3thexddcoacrn,,,,,,,,bio/3-Hydroxy Trans7_10-Hexadecadienoyl Carnitine
3thexddcoacrn_s,"""3-Hydroxy Trans7,10-Hexadecadienoyl Carnitine""",dcs:CellularCompartmentExtracellular,C23H41NO5,3thexddcoacrn,,,,,,,,bio/3-Hydroxy Trans7_10-Hexadecadienoyl Carnitine
hexdicoa_c,"""Hexadecanedioyl Coenzyme A""",dcs:CellularCompartmentCytosol,C37H59N7O19P3S,hexdicoa,,,,,,,,bio/Hexadecanedioyl Coenzyme A
c16dc_c,"""Hexadecanedioic Acid Mono-L-Carnitine Ester""",dcs:CellularCompartmentCytosol,C23H42NO6,c16dc,,,,,HMDB0000712,566787,,bio/HMDB0000712
c16dc_s,"""Hexadecanedioic Acid Mono-L-Carnitine Ester""",dcs:CellularCompartmentExtracellular,C23H42NO6,c16dc,,,,,HMDB0000712,566787,,bio/HMDB0000712
3hexdcoa_c,"""3-Hydroxyhexadecanoyl Coenzyme A""",dcs:CellularCompartmentCytosol,C37H62N7O18P3S,3hexdcoa,,,,MNXM163183,HMDB0003932,440600,,bio/HMDB0003932
3hexdcrn_c,"""3-Hydroxyhexadecanoylcarnitine""",dcs:CellularCompartmentCytosol,C23H45NO5,3hexdcrn,,,,MNXM36524,HMDB0061642,53481691,,bio/HMDB0061642
3octdece1coa_c,"""3-Hydroxyoctadecenoyl Coenzyme A""",dcs:CellularCompartmentCytosol,C39H64N7O18P3S,3octdece1coa,,,,,,,,bio/3-Hydroxyoctadecenoyl Coenzyme A
3octdece1crn_c,"""3-Hydroxy-Octadecenoyl Carnitine""",dcs:CellularCompartmentCytosol,C25H47NO5,3octdece1crn,,,,,,,,bio/3-Hydroxy-Octadecenoyl Carnitine
3ocddcoa_c,"""3-Hydroxyoctadecadienoyl Coenzyme A""",dcs:CellularCompartmentCytosol,C39H62N7O18P3S,3ocddcoa,,,,,,,,bio/3-Hydroxyoctadecadienoyl Coenzyme A
3octdec2crn_c,"""3-Hydroxyoctadecadienoylcarnitine""",dcs:CellularCompartmentCytosol,C25H45NO5,3octdec2crn,,,,,,,,bio/3-Hydroxyoctadecadienoylcarnitine
3hodcoa_c,"""(S)-3-Hydroxyoctadecanoyl Coenzyme A""",dcs:CellularCompartmentCytosol,C39H66N7O18P3S,3hodcoa,,,,MNXM31746,,49859586,,bio/MNXM31746
3octdeccrn_c,"""3-Hydroxyoctadecanoyl Carnitine""",dcs:CellularCompartmentCytosol,C25H49NO5,3octdeccrn,,,,,,,,bio/3-Hydroxyoctadecanoyl Carnitine
c3dc_c,"""Malonyl Carnitine""",dcs:CellularCompartmentCytosol,C10H16NO6,c3dc,,,,,HMDB0002095,22833583,,bio/HMDB0002095
c3dc_s,"""Malonyl Carnitine""",dcs:CellularCompartmentExtracellular,C10H16NO6,c3dc,,,,,HMDB0002095,22833583,,bio/HMDB0002095
m02635s,"""O-butanoylcarnitine""",dcs:CellularCompartmentExtracellular,C11H21NO4,,,CHEMBL2074693,C02862,MNXM65151,HMDB0002013,439829,LMFA07070003,bio/CHEMBL2074693
c4dc_p,"""Succinyl Carnitine""",dcs:CellularCompartmentPeroxisome,C11H18NO6,c4dc,,,,MNXM158939,HMDB0061717,,,bio/HMDB0061717
c4dc_c,"""Succinyl Carnitine""",dcs:CellularCompartmentCytosol,C11H18NO6,c4dc,,,,MNXM158939,HMDB0061717,,,bio/HMDB0061717
c4dc_s,"""Succinyl Carnitine""",dcs:CellularCompartmentExtracellular,C11H18NO6,c4dc,,,,MNXM158939,HMDB0061717,,,bio/HMDB0061717
m02635p,"""O-butanoylcarnitine""",dcs:CellularCompartmentPeroxisome,C11H21NO4,,,CHEMBL2074693,C02862,MNXM65151,HMDB0002013,439829,LMFA07070003,bio/CHEMBL2074693
m02189c,"""isovaleryl-CoA""",dcs:CellularCompartmentCytosol,C26H40N7O17P3S,ivcoa,"""CHEBI:15487""",,C02939,MNXM471,HMDB0001113,439855,,bio/HMDB0001113
ivcrn_c,"""Isovaleryl Carnitine""",dcs:CellularCompartmentCytosol,C12H23NO4,ivcrn,,,,MNXM105848,HMDB0000688,6426851,,bio/HMDB0000688
c51crn_c,"""Tiglyl Carnitine""",dcs:CellularCompartmentCytosol,C12H21NO4,c51crn,,,,MNXM163903,HMDB0002366,22833596,,bio/HMDB0002366
c5dc_c,"""Glutaryl Carnitine""",dcs:CellularCompartmentCytosol,C12H21NO6,c5dc,,,,,HMDB0013130,53481622,,bio/HMDB0013130
c5dc_s,"""Glutaryl Carnitine""",dcs:CellularCompartmentExtracellular,C12H21NO6,c5dc,,,,,HMDB0013130,53481622,,bio/HMDB0013130
c6crn_c,"""Hexanoyl Carnitine""",dcs:CellularCompartmentCytosol,C13H25NO4,c6crn,,,,,HMDB0000756,6426853,,bio/HMDB0000756
c6crn_p,"""Hexanoyl Carnitine""",dcs:CellularCompartmentPeroxisome,C13H25NO4,c6crn,,,,,HMDB0000756,6426853,,bio/HMDB0000756
c6crn_s,"""Hexanoyl Carnitine""",dcs:CellularCompartmentExtracellular,C13H25NO4,c6crn,,,,,HMDB0000756,6426853,,bio/HMDB0000756
c6dc_c,"""Adipoyl Carnitine""",dcs:CellularCompartmentCytosol,C13H22NO6,c6dc,,,,MNXM162921,HMDB0061677,,,bio/HMDB0061677
c6dc_s,"""Adipoyl Carnitine""",dcs:CellularCompartmentExtracellular,C13H22NO6,c6dc,,,,MNXM162921,HMDB0061677,,,bio/HMDB0061677
c81coa_c,"""Octenoyl Coenzyme A""",dcs:CellularCompartmentCytosol,C29H44N7O17P3S,c81coa,,,,,HMDB0003949,5280769,,bio/HMDB0003949
c81crn_c,"""Octenoyl Carnitine""",dcs:CellularCompartmentCytosol,C15H27NO4,c81crn,,,,,HMDB0013324,53481667,,bio/HMDB0013324
c81crn_s,"""Octenoyl Carnitine""",dcs:CellularCompartmentExtracellular,C15H27NO4,c81crn,,,,,HMDB0013324,53481667,,bio/HMDB0013324
m02409s,"""L-octanoylcarnitine""",dcs:CellularCompartmentExtracellular,C15H29NO4,,"""CHEBI:18102""",,C02838,MNXM162768,HMDB0000791,11953814,LMFA07070002,bio/HMDB0000791
sbcoa_c,"""Suberyl Coenzyme A""",dcs:CellularCompartmentCytosol,C29H43N7O19P3S,sbcoa,,,,MNXM163582,,,,bio/MNXM163582
c8dc_c,"""Suberyl Carnitine""",dcs:CellularCompartmentCytosol,C15H26NO6,c8dc,,,,MNXM162999,,,,bio/MNXM162999
c8dc_s,"""Suberyl Carnitine""",dcs:CellularCompartmentExtracellular,C15H26NO6,c8dc,,,,MNXM162999,,,,bio/MNXM162999
m01648r,"""decanoic acid""",dcs:CellularCompartmentEndoplasmicReticulum,C10H19O2,,"""CHEBI:30813""",CHEMBL107498,C01571,MNXM1043,HMDB0000513,2969,LMFA01010010,bio/CHEMBL107498
3ddcrn_s,"""3-Hydroxydodecanoylcarnitine""",dcs:CellularCompartmentExtracellular,C19H37NO5,3ddcrn,,,,MNXM150910,HMDB0061638,,,bio/HMDB0061638
ddeccrn_s,"""Lauroyl Carnitine""",dcs:CellularCompartmentExtracellular,C19H37NO4,ddeccrn,,,,,HMDB0002250,168381,,bio/HMDB0002250
ddece1crn_s,"""Dodecenoyl Carnitine""",dcs:CellularCompartmentExtracellular,C19H35NO4,ddece1crn,,,,,,,,bio/Dodecenoyl Carnitine
3deccrn_s,"""3-Hydroxydecanoylcarnitine""",dcs:CellularCompartmentExtracellular,C17H33NO5,3deccrn,,,,MNXM150909,HMDB0061636,,,bio/HMDB0061636
decdicrn_s,"""Decadienoyl Carnitine""",dcs:CellularCompartmentExtracellular,C17H29NO4,decdicrn,,,,,HMDB0013325,53481669,,bio/HMDB0013325
doco13ecoa_c,"""13-Docosenoyl Coenzyme A""",dcs:CellularCompartmentCytosol,C43H72N7O17P3S,doco13ecoa,,,,,,24892791,,bio/13-Docosenoyl Coenzyme A
doco13ecoa_p,"""13-Docosenoyl Coenzyme A""",dcs:CellularCompartmentPeroxisome,C43H72N7O17P3S,doco13ecoa,,,,,,24892791,,bio/13-Docosenoyl Coenzyme A
docosdiac_r,"""Docosanedioicacid""",dcs:CellularCompartmentEndoplasmicReticulum,C22H40O4,docosdiac,,,,,,244872,,bio/Docosanedioicacid
docosdiac_c,"""Docosanedioicacid""",dcs:CellularCompartmentCytosol,C22H40O4,docosdiac,,,,,,244872,,bio/Docosanedioicacid
docosdiac_s,"""Docosanedioicacid""",dcs:CellularCompartmentExtracellular,C22H40O4,docosdiac,,,,,,244872,,bio/Docosanedioicacid
3hdececrn_s,"""3-Hydroxyhexadecenoylcarnitine""",dcs:CellularCompartmentExtracellular,C23H43NO5,3hdececrn,,,,,,,,bio/3-Hydroxyhexadecenoylcarnitine
3hexdcrn_s,"""3-Hydroxyhexadecanoylcarnitine""",dcs:CellularCompartmentExtracellular,C23H45NO5,3hexdcrn,,,,MNXM36524,HMDB0061642,53481691,,bio/HMDB0061642
3ivcrn_s,"""3-Hydroxy-Isovaleryl Carnitine""",dcs:CellularCompartmentExtracellular,C12H23NO5,3ivcrn,,,,,HMDB0061189,,,bio/HMDB0061189
3octdec2crn_s,"""3-Hydroxyoctadecadienoylcarnitine""",dcs:CellularCompartmentExtracellular,C25H45NO5,3octdec2crn,,,,,,,,bio/3-Hydroxyoctadecadienoylcarnitine
3octdeccrn_s,"""3-Hydroxyoctadecanoyl Carnitine""",dcs:CellularCompartmentExtracellular,C25H49NO5,3octdeccrn,,,,,,,,bio/3-Hydroxyoctadecanoyl Carnitine
3octdece1crn_s,"""3-Hydroxy-Octadecenoyl Carnitine""",dcs:CellularCompartmentExtracellular,C25H47NO5,3octdece1crn,,,,,,,,bio/3-Hydroxy-Octadecenoyl Carnitine
3tdcrn_s,"""3-Hydroxy-Tetradecanoyl Carnitine""",dcs:CellularCompartmentExtracellular,C21H41NO5,3tdcrn,,,,MNXM150929,HMDB0061640,,,bio/HMDB0061640
c51crn_s,"""Tiglyl Carnitine""",dcs:CellularCompartmentExtracellular,C12H21NO4,c51crn,,,,MNXM163903,HMDB0002366,22833596,,bio/HMDB0002366
ivcrn_s,"""Isovaleryl Carnitine""",dcs:CellularCompartmentExtracellular,C12H23NO4,ivcrn,,,,MNXM105848,HMDB0000688,6426851,,bio/HMDB0000688
tetdec2crn_s,"""Tetradecadienoyl Carnitine""",dcs:CellularCompartmentExtracellular,C21H37NO4,tetdec2crn,,,,,,,,bio/Tetradecadienoyl Carnitine
tetdece1crn_s,"""Tetradecenoyl Carnitine""",dcs:CellularCompartmentExtracellular,C21H39NO4,tetdece1crn,,,,,HMDB0002014,22833575,,bio/HMDB0002014
dec47dicoa_m,"""4,7-Decadienoyl Coenzyme A""",dcs:CellularCompartmentMitochondria,C31H46N7O17P3S,dec47dicoa,,,,,,,,bio/4_7-Decadienoyl Coenzyme A
