id,name,compartment,chemicalFormula,bigg.metabolite,chebi,chembl,kegg.compound,metanetx.chemical,hmdb,pubchem.compound,lipidmaps,metabolite_dcid
m02386s,"""limonene""",dcs:CellularCompartmentExtracellular,C10H16,limnen,"""CHEBI:15383""",CHEMBL236688,C00521,MNXM956,HMDB0004321,439250,,bio/CHEMBL236688
m02387c,"""linoleate""",dcs:CellularCompartmentCytosol,C18H31O2,lnlc,"""CHEBI:17351""",CHEMBL267476,C01595,MNXM293,HMDB0000673,5280450,LMFA01030120,bio/CHEMBL267476
m02387l,"""linoleate""",dcs:CellularCompartmentLysosome,C18H31O2,lnlc,"""CHEBI:17351""",CHEMBL267476,C01595,MNXM293,HMDB0000673,5280450,LMFA01030120,bio/CHEMBL267476
m02387r,"""linoleate""",dcs:CellularCompartmentEndoplasmicReticulum,C18H31O2,lnlc,"""CHEBI:17351""",CHEMBL267476,C01595,MNXM293,HMDB0000673,5280450,LMFA01030120,bio/CHEMBL267476
m02387s,"""linoleate""",dcs:CellularCompartmentExtracellular,C18H31O2,lnlc,"""CHEBI:17351""",CHEMBL267476,C01595,MNXM293,HMDB0000673,5280450,LMFA01030120,bio/CHEMBL267476
m02388c,"""linoleic-carnitine""",dcs:CellularCompartmentCytosol,C25H45NO4,lnlccrn,,,,MNXM8847,HMDB0006469,6450015,,bio/HMDB0006469
m02388m,"""linoleic-carnitine""",dcs:CellularCompartmentMitochondria,C25H45NO4,lnlccrn,,,,MNXM8847,HMDB0006469,6450015,,bio/HMDB0006469
m02388r,"""linoleic-carnitine""",dcs:CellularCompartmentEndoplasmicReticulum,C25H45NO4,lnlccrn,,,,MNXM8847,HMDB0006469,6450015,,bio/HMDB0006469
m02389c,"""linolenate""",dcs:CellularCompartmentCytosol,C18H29O2,lnlnca,"""CHEBI:27432""",CHEMBL8739,C06427,MNXM794,HMDB0001388,5280934,LMFA01030152,bio/CHEMBL8739
m02389l,"""linolenate""",dcs:CellularCompartmentLysosome,C18H29O2,lnlnca,"""CHEBI:27432""",CHEMBL8739,C06427,MNXM794,HMDB0001388,5280934,LMFA01030152,bio/CHEMBL8739
m02389r,"""linolenate""",dcs:CellularCompartmentEndoplasmicReticulum,C18H29O2,lnlnca,"""CHEBI:27432""",CHEMBL8739,C06427,MNXM794,HMDB0001388,5280934,LMFA01030152,bio/CHEMBL8739
m02389s,"""linolenate""",dcs:CellularCompartmentExtracellular,C18H29O2,lnlnca,"""CHEBI:27432""",CHEMBL8739,C06427,MNXM794,HMDB0001388,5280934,LMFA01030152,bio/CHEMBL8739
m02390c,"""linolenoyl-CoA""",dcs:CellularCompartmentCytosol,C39H60N7O17P3S,lnlncacoa,"""CHEBI:51985""",,C16162,MNXM994,HMDB0006290,53477815,LMFA07050045,bio/HMDB0006290
m02390m,"""linolenoyl-CoA""",dcs:CellularCompartmentMitochondria,C39H60N7O17P3S,lnlncacoa,"""CHEBI:51985""",,C16162,MNXM994,HMDB0006290,53477815,LMFA07050045,bio/HMDB0006290
m02390r,"""linolenoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C39H60N7O17P3S,lnlncacoa,"""CHEBI:51985""",,C16162,MNXM994,HMDB0006290,53477815,LMFA07050045,bio/HMDB0006290
m02391c,"""linoleoyl-CoA""",dcs:CellularCompartmentCytosol,C39H62N7O17P3S,lnlccoa,"""CHEBI:15530""",,C02050,MNXM638,HMDB0001064,5462164,LMFA07050035,bio/HMDB0001064
m02391m,"""linoleoyl-CoA""",dcs:CellularCompartmentMitochondria,C39H62N7O17P3S,lnlccoa,"""CHEBI:15530""",,C02050,MNXM638,HMDB0001064,5462164,LMFA07050035,bio/HMDB0001064
m02391p,"""linoleoyl-CoA""",dcs:CellularCompartmentPeroxisome,C39H62N7O17P3S,lnlccoa,"""CHEBI:15530""",,C02050,MNXM638,HMDB0001064,5462164,LMFA07050035,bio/HMDB0001064
m02391r,"""linoleoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C39H62N7O17P3S,lnlccoa,"""CHEBI:15530""",,C02050,MNXM638,HMDB0001064,5462164,LMFA07050035,bio/HMDB0001064
m02392c,"""lipid droplet""",dcs:CellularCompartmentCytosol,X,,,,,,,,,bio/lipid droplet
m02393m,"""lipoamide""",dcs:CellularCompartmentMitochondria,C8H15NOS2,lpam,,CHEMBL1403899,C00248,MNXM1024,HMDB0000962,863,LMFA08010006,bio/CHEMBL1403899
m02394c,"""lipoic acid""",dcs:CellularCompartmentCytosol,C8H13O2S2,lipoate,"""CHEBI:30314""",CHEMBL134342,C00725,MNXM1484,HMDB0001451,6112,LMFA01130001,bio/CHEMBL134342
m02394s,"""lipoic acid""",dcs:CellularCompartmentExtracellular,C8H13O2S2,lipoate,"""CHEBI:30314""",CHEMBL134342,C00725,MNXM1484,HMDB0001451,6112,LMFA01130001,bio/CHEMBL134342
m02395c,"""lipoxin A4""",dcs:CellularCompartmentCytosol,C20H31O5,,"""CHEBI:6498""",CHEMBL392438,C06314,MNXM12129,HMDB0004385,5280914,LMFA03040001,bio/CHEMBL392438
m02395n,"""lipoxin A4""",dcs:CellularCompartmentNucleus,C20H31O5,,"""CHEBI:6498""",CHEMBL392438,C06314,MNXM12129,HMDB0004385,5280914,LMFA03040001,bio/CHEMBL392438
m02395p,"""lipoxin A4""",dcs:CellularCompartmentPeroxisome,C20H31O5,,"""CHEBI:6498""",CHEMBL392438,C06314,MNXM12129,HMDB0004385,5280914,LMFA03040001,bio/CHEMBL392438
m02395r,"""lipoxin A4""",dcs:CellularCompartmentEndoplasmicReticulum,C20H31O5,,"""CHEBI:6498""",CHEMBL392438,C06314,MNXM12129,HMDB0004385,5280914,LMFA03040001,bio/CHEMBL392438
m02396c,"""lipoxin B4""",dcs:CellularCompartmentCytosol,C20H31O5,,"""CHEBI:6499""",CHEMBL4576804,C06315,MNXM12130,HMDB0005082,5280915,LMFA03040002,bio/CHEMBL4576804
m02396n,"""lipoxin B4""",dcs:CellularCompartmentNucleus,C20H31O5,,"""CHEBI:6499""",CHEMBL4576804,C06315,MNXM12130,HMDB0005082,5280915,LMFA03040002,bio/CHEMBL4576804
m02396p,"""lipoxin B4""",dcs:CellularCompartmentPeroxisome,C20H31O5,,"""CHEBI:6499""",CHEMBL4576804,C06315,MNXM12130,HMDB0005082,5280915,LMFA03040002,bio/CHEMBL4576804
m02396r,"""lipoxin B4""",dcs:CellularCompartmentEndoplasmicReticulum,C20H31O5,,"""CHEBI:6499""",CHEMBL4576804,C06315,MNXM12130,HMDB0005082,5280915,LMFA03040002,bio/CHEMBL4576804
m02397c,"""lipoyl-[ACP]""",dcs:CellularCompartmentCytosol,C19H33N2O8PRS3,,,,C16239,MNXM19093,,,,bio/MNXM19093
m02398c,"""lipoyl-AMP""",dcs:CellularCompartmentCytosol,C18H25N5O8PS2,,,,C16238,MNXM2392,HMDB0059635,23724672,,bio/HMDB0059635
m02399c,"""lipoyllysine""",dcs:CellularCompartmentCytosol,C14H26N2O3S2,,,,,MNXM60228,HMDB0012996,53481572,,bio/HMDB0012996
m02400m,"""lipoylprotein""",dcs:CellularCompartmentMitochondria,S2X,lpro,"""CHEBI:15804""",,C02051,MNXM998,,,,bio/MNXM998
m02401c,"""L-isoleucyl-tRNA(ile)""",dcs:CellularCompartmentCytosol,C6H13NOR,,"""CHEBI:29160""",,C03127,MNXM89832,,,,bio/MNXM89832
m02402c,"""lithocholate""",dcs:CellularCompartmentCytosol,C24H39O3,,"""CHEBI:16325""",CHEMBL1478,C03990,MNXM886,HMDB0000761,11740284,LMST04010003,bio/CHEMBL1478
m02402p,"""lithocholate""",dcs:CellularCompartmentPeroxisome,C24H39O3,,"""CHEBI:16325""",CHEMBL1478,C03990,MNXM886,HMDB0000761,11740284,LMST04010003,bio/CHEMBL1478
m02402r,"""lithocholate""",dcs:CellularCompartmentEndoplasmicReticulum,C24H39O3,,"""CHEBI:16325""",CHEMBL1478,C03990,MNXM886,HMDB0000761,11740284,LMST04010003,bio/CHEMBL1478
m02402s,"""lithocholate""",dcs:CellularCompartmentExtracellular,C24H39O3,,"""CHEBI:16325""",CHEMBL1478,C03990,MNXM886,HMDB0000761,11740284,LMST04010003,bio/CHEMBL1478
m02403c,"""L-lactate""",dcs:CellularCompartmentCytosol,C3H5O3,lac__L,"""CHEBI:422""",CHEMBL330546,C00186,MNXM179,HMDB0000190,107689,,bio/CHEMBL330546
m02403m,"""L-lactate""",dcs:CellularCompartmentMitochondria,C3H5O3,lac__L,"""CHEBI:422""",CHEMBL330546,C00186,MNXM179,HMDB0000190,107689,,bio/CHEMBL330546
m02403p,"""L-lactate""",dcs:CellularCompartmentPeroxisome,C3H5O3,lac__L,"""CHEBI:422""",CHEMBL330546,C00186,MNXM179,HMDB0000190,107689,,bio/CHEMBL330546
m02403s,"""L-lactate""",dcs:CellularCompartmentExtracellular,C3H5O3,lac__L,"""CHEBI:422""",CHEMBL330546,C00186,MNXM179,HMDB0000190,107689,,bio/CHEMBL330546
m02404c,"""L-leucyl-tRNA(leu)""",dcs:CellularCompartmentCytosol,C6H13NOR,,"""CHEBI:16624""",,C02047,MNXM697,,,,bio/MNXM697
m02405c,"""L-lysyl-tRNA(lys)""",dcs:CellularCompartmentCytosol,C6H15N2OR,,"""CHEBI:16047""",,C01931,MNXM89922,,,,bio/MNXM89922
m02406c,"""L-lyxonate""",dcs:CellularCompartmentCytosol,C5H9O6,lyxnt,,,C05412,MNXM59473,HMDB0060255,644110,,bio/HMDB0060255
m02407c,"""L-metanephrine""",dcs:CellularCompartmentCytosol,C10H16NO3,mepi,"""CHEBI:144365""",CHEMBL1741533,C05588,MNXM3659,HMDB0062493,21100,,bio/CHEMBL1741533
m02407s,"""L-metanephrine""",dcs:CellularCompartmentExtracellular,C10H16NO3,mepi,"""CHEBI:144365""",CHEMBL1741533,C05588,MNXM3659,HMDB0062493,21100,,bio/CHEMBL1741533
m02408c,"""L-methionyl-tRNA(met)""",dcs:CellularCompartmentCytosol,C5H11NOSR,,"""CHEBI:16635""",,C02430,MNXM90636,,,,bio/MNXM90636
m02409c,"""L-octanoylcarnitine""",dcs:CellularCompartmentCytosol,C15H29NO4,,"""CHEBI:18102""",,C02838,MNXM162768,HMDB0000791,11953814,LMFA07070002,bio/HMDB0000791
m02409m,"""L-octanoylcarnitine""",dcs:CellularCompartmentMitochondria,C15H29NO4,,"""CHEBI:18102""",,C02838,MNXM162768,HMDB0000791,11953814,LMFA07070002,bio/HMDB0000791
m02409p,"""L-octanoylcarnitine""",dcs:CellularCompartmentPeroxisome,C15H29NO4,,"""CHEBI:18102""",,C02838,MNXM162768,HMDB0000791,11953814,LMFA07070002,bio/HMDB0000791
m02410c,"""L-oleoylcarnitine""",dcs:CellularCompartmentCytosol,C25H47NO4,,,,,MNXM65475,,,,bio/MNXM65475
m02410m,"""L-oleoylcarnitine""",dcs:CellularCompartmentMitochondria,C25H47NO4,,,,,MNXM65475,,,,bio/MNXM65475
m02410r,"""L-oleoylcarnitine""",dcs:CellularCompartmentEndoplasmicReticulum,C25H47NO4,,,,,MNXM65475,,,,bio/MNXM65475
m02411c,"""L-palmitoylcarnitine""",dcs:CellularCompartmentCytosol,C23H45NO4,pmtcrn,"""CHEBI:17490""",CHEMBL3392050,C02990,MNXM162587,HMDB0000222,11953816,LMFA07070004,bio/CHEMBL3392050
m02411m,"""L-palmitoylcarnitine""",dcs:CellularCompartmentMitochondria,C23H45NO4,pmtcrn,"""CHEBI:17490""",CHEMBL3392050,C02990,MNXM162587,HMDB0000222,11953816,LMFA07070004,bio/CHEMBL3392050
m02411r,"""L-palmitoylcarnitine""",dcs:CellularCompartmentEndoplasmicReticulum,C23H45NO4,pmtcrn,"""CHEBI:17490""",CHEMBL3392050,C02990,MNXM162587,HMDB0000222,11953816,LMFA07070004,bio/CHEMBL3392050
m02412c,"""L-phenylalanyl-tRNA(phe)""",dcs:CellularCompartmentCytosol,C9H11NOR,,"""CHEBI:29153""",,C03511,MNXM89802,,,,bio/MNXM89802
m02413p,"""L-pipecolate""",dcs:CellularCompartmentPeroxisome,C6H11NO2,Lpipecol,"""CHEBI:30913""",CHEMBL322883,C00408,MNXM684,HMDB0000716,439227,,bio/CHEMBL322883
m02414c,"""LPL""",dcs:CellularCompartmentCytosol,C2380H3698N650O700S17,,,,,,,,PROTEIN,bio/LPL
m02414l,"""LPL""",dcs:CellularCompartmentLysosome,C2380H3698N650O700S17,,,,,,,,PROTEIN,bio/LPL
m02414s,"""LPL""",dcs:CellularCompartmentExtracellular,C2380H3698N650O700S17,,,,,,,,PROTEIN,bio/LPL
m02415c,"""L-prolyl-tRNA(pro)""",dcs:CellularCompartmentCytosol,C5H9NOR,,"""CHEBI:29154""",,C02702,MNXM247,,,,bio/MNXM247
m02416c,"""L-seryl-tRNA(ser)""",dcs:CellularCompartmentCytosol,C3H7NO2R,,"""CHEBI:29162""",,C02553,MNXM90842,,,,bio/MNXM90842
m02417c,"""L-sorbose""",dcs:CellularCompartmentCytosol,C6H12O6,,"""CHEBI:10295""",,C08356,MNXM588,HMDB0001266,441484,,bio/HMDB0001266
m02418c,"""LTD4""",dcs:CellularCompartmentCytosol,C25H39N2O6S,leuktrD4,"""CHEBI:28666""",CHEMBL288943,C05951,MNXM162546,HMDB0003080,6435286,LMFA03020006,bio/CHEMBL288943
m02418r,"""LTD4""",dcs:CellularCompartmentEndoplasmicReticulum,C25H39N2O6S,leuktrD4,"""CHEBI:28666""",CHEMBL288943,C05951,MNXM162546,HMDB0003080,6435286,LMFA03020006,bio/CHEMBL288943
m02418s,"""LTD4""",dcs:CellularCompartmentExtracellular,C25H39N2O6S,leuktrD4,"""CHEBI:28666""",CHEMBL288943,C05951,MNXM162546,HMDB0003080,6435286,LMFA03020006,bio/CHEMBL288943
m02419c,"""L-threonyl-tRNA(thr)""",dcs:CellularCompartmentCytosol,C4H9NO2R,,"""CHEBI:29163""",,C02992,MNXM89895,,,,bio/MNXM89895
m02420c,"""L-tryptophanyl-tRNA(trp)""",dcs:CellularCompartmentCytosol,C11H12N2OR,,"""CHEBI:29159""",,C03512,MNXM89804,,,,bio/MNXM89804
m02421c,"""L-tyrosyl-tRNA(tyr)""",dcs:CellularCompartmentCytosol,C9H11NO2R,,"""CHEBI:29161""",,C02839,MNXM89822,,,,bio/MNXM89822
m02422c,"""lumisterol 3""",dcs:CellularCompartmentCytosol,C27H44O,lum3,,,,MNXM19109,HMDB0006505,111049,,bio/HMDB0006505
m02423c,"""L-valyl-tRNA(val)""",dcs:CellularCompartmentCytosol,C5H11NOR,,"""CHEBI:29164""",,C02554,MNXM90110,,,,bio/MNXM90110
m02424c,"""L-xylonate""",dcs:CellularCompartmentCytosol,C5H9O6,xylnt,"""CHEBI:48092""",,C05411,MNXM169422,HMDB0060256,6971043,,bio/HMDB0060256
m02425c,"""L-xylulose""",dcs:CellularCompartmentCytosol,C5H10O5,xylu__L,"""CHEBI:17399""",,C00312,MNXM597,HMDB0000751,22253,,bio/HMDB0000751
m02426c,"""lysine""",dcs:CellularCompartmentCytosol,C6H15N2O2,lys__L,"""CHEBI:18019""",CHEMBL8085,C00047,MNXM78,HMDB0000182,5962,,bio/CHEMBL8085
m02426l,"""lysine""",dcs:CellularCompartmentLysosome,C6H15N2O2,lys__L,"""CHEBI:18019""",CHEMBL8085,C00047,MNXM78,HMDB0000182,5962,,bio/CHEMBL8085
m02426m,"""lysine""",dcs:CellularCompartmentMitochondria,C6H15N2O2,lys__L,"""CHEBI:18019""",CHEMBL8085,C00047,MNXM78,HMDB0000182,5962,,bio/CHEMBL8085
m02426n,"""lysine""",dcs:CellularCompartmentNucleus,C6H15N2O2,lys__L,"""CHEBI:18019""",CHEMBL8085,C00047,MNXM78,HMDB0000182,5962,,bio/CHEMBL8085
m02426p,"""lysine""",dcs:CellularCompartmentPeroxisome,C6H15N2O2,lys__L,"""CHEBI:18019""",CHEMBL8085,C00047,MNXM78,HMDB0000182,5962,,bio/CHEMBL8085
m02426s,"""lysine""",dcs:CellularCompartmentExtracellular,C6H15N2O2,lys__L,"""CHEBI:18019""",CHEMBL8085,C00047,MNXM78,HMDB0000182,5962,,bio/CHEMBL8085
m02427c,"""lysosomal-enzyme-D-mannose""",dcs:CellularCompartmentCytosol,C6H11O6R,,,,C03706,MNXM93557,,,,bio/MNXM93557
m02428c,"""lysosomal-enzyme-N-acetyl-D-glucosaminyl-phospho-D-mannose""",dcs:CellularCompartmentCytosol,C14H25NO14PR,,,,C04789,MNXM31512,,,,bio/MNXM31512
m02429c,"""lysyl-proline""",dcs:CellularCompartmentCytosol,C11H22N3O3,,,,,MNXM19120,HMDB0028959,,,bio/HMDB0028959
m02430r,"""m2emgacpail heparan sulfate""",dcs:CellularCompartmentEndoplasmicReticulum,C53H94N2O36P2R2,m2emgacpail_hs,,,,MNXM5383,,,,bio/MNXM5383
m02431r,"""m2gacpail heparan sulfate""",dcs:CellularCompartmentEndoplasmicReticulum,C45H78NO28PR2,m2gacpail_hs,,,,MNXM6251,,,,bio/MNXM6251
m02432r,"""m3emgacpail heparan sulfate""",dcs:CellularCompartmentEndoplasmicReticulum,C59H104N2O41P2R2,m3emgacpail_hs,,,,MNXM7949,,,,bio/MNXM7949
m02433r,"""m3gacpail heparan sulfate""",dcs:CellularCompartmentEndoplasmicReticulum,C51H88NO33PR2,m3gacpail_hs,,,,MNXM7842,,,,bio/MNXM7842
m02434r,"""m3gacpail_prot heparan sulfate""",dcs:CellularCompartmentEndoplasmicReticulum,C51H88NO33PR2X,m3gacpail_prot_hs,,,,,,,,bio/m3gacpail_prot heparan sulfate
m02434c,"""m3gacpail_prot heparan sulfate""",dcs:CellularCompartmentCytosol,C51H88NO33PR2X,m3gacpail_prot_hs,,,,,,,,bio/m3gacpail_prot heparan sulfate
m02434s,"""m3gacpail_prot heparan sulfate""",dcs:CellularCompartmentExtracellular,C51H88NO33PR2X,m3gacpail_prot_hs,,,,,,,,bio/m3gacpail_prot heparan sulfate
m02435c,"""m7G(5')pppAm""",dcs:CellularCompartmentCytosol,C32H44N10O29P5R2,,,,C01972,MNXM93560,,,,bio/MNXM93560
m02436c,"""m7G(5')pppm6Am (mRNA containing an N6,2'-O-dimethyladenosine cap)""",dcs:CellularCompartmentCytosol,C33H46N10O29P5R2,,"""CHEBI:17894""",,C04833,MNXM7500,,,,bio/MNXM7500
m02437c,"""m7G(5')pppRm-RNA (mRNA containing a 2'-O-methylpurine cap)""",dcs:CellularCompartmentCytosol,C27H39N5O29P5R3,,,,C04802,MNXM8853,,,,bio/MNXM8853
m02438c,"""m7G(5')pppR-RNA""",dcs:CellularCompartmentCytosol,C26H37N5O29P5R3,,,,C02339,MNXM92449,,,,bio/MNXM92449
m02439c,"""malate""",dcs:CellularCompartmentCytosol,C4H4O5,mal__L,"""CHEBI:30797""",CHEMBL1234046,C00149,MNXM98,HMDB0000156,222656,,bio/CHEMBL1234046
m02439m,"""malate""",dcs:CellularCompartmentMitochondria,C4H4O5,mal__L,"""CHEBI:30797""",CHEMBL1234046,C00149,MNXM98,HMDB0000156,222656,,bio/CHEMBL1234046
m02440c,"""malonate""",dcs:CellularCompartmentCytosol,C3H2O4,,"""CHEBI:30794""",CHEMBL7942,C00383,MNXM163844,HMDB0000691,867,,bio/CHEMBL7942
m02440m,"""malonate""",dcs:CellularCompartmentMitochondria,C3H2O4,,"""CHEBI:30794""",CHEMBL7942,C00383,MNXM163844,HMDB0000691,867,,bio/CHEMBL7942
m02440s,"""malonate""",dcs:CellularCompartmentExtracellular,C3H2O4,,"""CHEBI:30794""",CHEMBL7942,C00383,MNXM163844,HMDB0000691,867,,bio/CHEMBL7942
m02441c,"""malonic-dialdehyde""",dcs:CellularCompartmentCytosol,C3H3O2,,"""CHEBI:566274""",CHEMBL446036,C19440,MNXM61004,HMDB0006112,10964,,bio/CHEMBL446036
m02442c,"""malonyl-[ACP]""",dcs:CellularCompartmentCytosol,C14H22N2O10PRS,malACP,,,C01209,MNXM184,,,,bio/MNXM184
m02443c,"""malonyl-carnitin""",dcs:CellularCompartmentCytosol,C10H16NO6,,,,,MNXM162761,HMDB0002095,22833583,,bio/HMDB0002095
m02443m,"""malonyl-carnitin""",dcs:CellularCompartmentMitochondria,C10H16NO6,,,,,MNXM162761,HMDB0002095,22833583,,bio/HMDB0002095
m02443p,"""malonyl-carnitin""",dcs:CellularCompartmentPeroxisome,C10H16NO6,,,,,MNXM162761,HMDB0002095,22833583,,bio/HMDB0002095
m02443r,"""malonyl-carnitin""",dcs:CellularCompartmentEndoplasmicReticulum,C10H16NO6,,,,,MNXM162761,HMDB0002095,22833583,,bio/HMDB0002095
m02444c,"""malonyl-CoA""",dcs:CellularCompartmentCytosol,C24H33N7O19P3S,malcoa,"""CHEBI:15531""",CHEMBL1234355,C00083,MNXM40,HMDB0001175,10663,LMFA07050031,bio/CHEMBL1234355
m02444m,"""malonyl-CoA""",dcs:CellularCompartmentMitochondria,C24H33N7O19P3S,malcoa,"""CHEBI:15531""",CHEMBL1234355,C00083,MNXM40,HMDB0001175,10663,LMFA07050031,bio/CHEMBL1234355
m02444p,"""malonyl-CoA""",dcs:CellularCompartmentPeroxisome,C24H33N7O19P3S,malcoa,"""CHEBI:15531""",CHEMBL1234355,C00083,MNXM40,HMDB0001175,10663,LMFA07050031,bio/CHEMBL1234355
m02444r,"""malonyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C24H33N7O19P3S,malcoa,"""CHEBI:15531""",CHEMBL1234355,C00083,MNXM40,HMDB0001175,10663,LMFA07050031,bio/CHEMBL1234355
m02445c,"""maltodecaose""",dcs:CellularCompartmentCytosol,C60H102O51,,,,,MNXM61023,HMDB0012999,53481573,,bio/HMDB0012999
m02445s,"""maltodecaose""",dcs:CellularCompartmentExtracellular,C60H102O51,,,,,MNXM61023,HMDB0012999,53481573,,bio/HMDB0012999
m02446c,"""maltoheptaose""",dcs:CellularCompartmentCytosol,C42H72O36,,,,,MNXM163774,HMDB0013000,,,bio/HMDB0013000
m02446s,"""maltoheptaose""",dcs:CellularCompartmentExtracellular,C42H72O36,,,,,MNXM163774,HMDB0013000,,,bio/HMDB0013000
m02447c,"""maltohexaose""",dcs:CellularCompartmentCytosol,C36H62O31,,,,C01936,MNXM1317,HMDB0012253,,,bio/HMDB0012253
m02447s,"""maltohexaose""",dcs:CellularCompartmentExtracellular,C36H62O31,,,,C01936,MNXM1317,HMDB0012253,,,bio/HMDB0012253
m02448c,"""maltononaose""",dcs:CellularCompartmentCytosol,C54H92O46,,,,,MNXM61030,HMDB0013001,3081402,,bio/HMDB0013001
m02448s,"""maltononaose""",dcs:CellularCompartmentExtracellular,C54H92O46,,,,,MNXM61030,HMDB0013001,3081402,,bio/HMDB0013001
m02449c,"""maltopentaose""",dcs:CellularCompartmentCytosol,C30H52O26,,,,,MNXM1538,HMDB0012254,,,bio/HMDB0012254
m02449s,"""maltopentaose""",dcs:CellularCompartmentExtracellular,C30H52O26,,,,,MNXM1538,HMDB0012254,,,bio/HMDB0012254
m02450c,"""maltose""",dcs:CellularCompartmentCytosol,C12H22O11,malt,"""CHEBI:47937""",,C00208,MNXM165,HMDB0000163,10991489,,bio/HMDB0000163
m02450l,"""maltose""",dcs:CellularCompartmentLysosome,C12H22O11,malt,"""CHEBI:47937""",,C00208,MNXM165,HMDB0000163,10991489,,bio/HMDB0000163
m02450s,"""maltose""",dcs:CellularCompartmentExtracellular,C12H22O11,malt,"""CHEBI:47937""",,C00208,MNXM165,HMDB0000163,10991489,,bio/HMDB0000163
m02451c,"""maltotetraose""",dcs:CellularCompartmentCytosol,C24H42O21,,"""CHEBI:61988""",,C02052,MNXM5663,HMDB0001296,439639,,bio/HMDB0001296
m02451s,"""maltotetraose""",dcs:CellularCompartmentExtracellular,C24H42O21,,"""CHEBI:61988""",,C02052,MNXM5663,HMDB0001296,439639,,bio/HMDB0001296
m02452c,"""maltotriose""",dcs:CellularCompartmentCytosol,C18H32O16,malttr,"""CHEBI:27931""",CHEMBL1234363,C01835,MNXM468,HMDB0001262,439586,,bio/CHEMBL1234363
m02452l,"""maltotriose""",dcs:CellularCompartmentLysosome,C18H32O16,malttr,"""CHEBI:27931""",CHEMBL1234363,C01835,MNXM468,HMDB0001262,439586,,bio/CHEMBL1234363
m02452s,"""maltotriose""",dcs:CellularCompartmentExtracellular,C18H32O16,malttr,"""CHEBI:27931""",CHEMBL1234363,C01835,MNXM468,HMDB0001262,439586,,bio/CHEMBL1234363
m02453c,"""mannose""",dcs:CellularCompartmentCytosol,C6H12O6,man,"""CHEBI:4208""",CHEMBL469448,C00159,MNXM182,HMDB0000169,18950,,bio/CHEMBL469448
m02453g,"""mannose""",dcs:CellularCompartmentGolgiApparatus,C6H12O6,man,"""CHEBI:4208""",CHEMBL469448,C00159,MNXM182,HMDB0000169,18950,,bio/CHEMBL469448
m02453l,"""mannose""",dcs:CellularCompartmentLysosome,C6H12O6,man,"""CHEBI:4208""",CHEMBL469448,C00159,MNXM182,HMDB0000169,18950,,bio/CHEMBL469448
m02453r,"""mannose""",dcs:CellularCompartmentEndoplasmicReticulum,C6H12O6,man,"""CHEBI:4208""",CHEMBL469448,C00159,MNXM182,HMDB0000169,18950,,bio/CHEMBL469448
m02453s,"""mannose""",dcs:CellularCompartmentExtracellular,C6H12O6,man,"""CHEBI:4208""",CHEMBL469448,C00159,MNXM182,HMDB0000169,18950,,bio/CHEMBL469448
m02454c,"""mannose-1-phosphate""",dcs:CellularCompartmentCytosol,C6H11O9P,man1p,"""CHEBI:35374""",CHEMBL291890,C00636,MNXM721,HMDB0006330,644175,,bio/CHEMBL291890
m02455c,"""mannose-6-phosphate""",dcs:CellularCompartmentCytosol,C6H11O9P,man6p,"""CHEBI:17369""",CHEMBL4296692,C00275,MNXM427,HMDB0001078,65127,,bio/CHEMBL4296692
m02456c,"""margaric acid""",dcs:CellularCompartmentCytosol,C17H33O2,hpdca,"""CHEBI:32365""",CHEMBL1172910,,MNXM11802,HMDB0002259,10465,LMFA01010017,bio/CHEMBL1172910
m02456l,"""margaric acid""",dcs:CellularCompartmentLysosome,C17H33O2,hpdca,"""CHEBI:32365""",CHEMBL1172910,,MNXM11802,HMDB0002259,10465,LMFA01010017,bio/CHEMBL1172910
m02456r,"""margaric acid""",dcs:CellularCompartmentEndoplasmicReticulum,C17H33O2,hpdca,"""CHEBI:32365""",CHEMBL1172910,,MNXM11802,HMDB0002259,10465,LMFA01010017,bio/CHEMBL1172910
m02456s,"""margaric acid""",dcs:CellularCompartmentExtracellular,C17H33O2,hpdca,"""CHEBI:32365""",CHEMBL1172910,,MNXM11802,HMDB0002259,10465,LMFA01010017,bio/CHEMBL1172910
m02457c,"""mead acid""",dcs:CellularCompartmentCytosol,C20H33O2,,"""CHEBI:1306412""",,,MNXM37925,HMDB0010378,5312531,LMFA01030157,bio/HMDB0010378
m02457l,"""mead acid""",dcs:CellularCompartmentLysosome,C20H33O2,,"""CHEBI:1306412""",,,MNXM37925,HMDB0010378,5312531,LMFA01030157,bio/HMDB0010378
m02457r,"""mead acid""",dcs:CellularCompartmentEndoplasmicReticulum,C20H33O2,,"""CHEBI:1306412""",,,MNXM37925,HMDB0010378,5312531,LMFA01030157,bio/HMDB0010378
m02457s,"""mead acid""",dcs:CellularCompartmentExtracellular,C20H33O2,,"""CHEBI:1306412""",,,MNXM37925,HMDB0010378,5312531,LMFA01030157,bio/HMDB0010378
m02458c,"""eumelanin""",dcs:CellularCompartmentCytosol,C17H9N2O7,,,,C17937,MNXM8596,,,,bio/MNXM8596
m02458s,"""eumelanin""",dcs:CellularCompartmentExtracellular,C17H9N2O7,,,,C17937,MNXM8596,,,,bio/MNXM8596
